,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
4615,movie,zindagi kitni haseen hay,anjum shahzad,"feroze khan, sajal ali, jibrayl ahmed rajput, alyy khan, shafqat cheema, nayyar ejaz, rashid farooqi",pakistan,01-oct-18,2016,tv-14,126,"dramas, international movies, romantic movies","two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego."
4616,movie,big miracle,ken kwapis,"drew barrymore, john krasinski, kristen bell, dermot mulroney, tim blake nelson, vinessa shaw, ted danson, stephen root, rob riggle, michael gaston","united states, united kingdom",30-sep-18,2012,pg,107,"children & family movies, dramas","after a reporter writes about whales trapped in the arctic circle, the u.s. and u.s.s.r. team up to rescue them in this tale inspired by true events."
4617,movie,paradise lost,monique gardenberg,"júlio andrade, lee taylor, hermila guedes, julia konrad, erasmo carlos, marjorie estiano, seu jorge, jaloo, felipe abib, humberto carrão, malu galli",brazil,29-sep-18,2018,tv-ma,111,"dramas, independent movies, international movies","a cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there."
4618,movie,animal world,han yan,"li yi feng, zhou dongyu, michael douglas, bingkun cao, ge wang, keanu chi, zhang jungyi, yijuan li, su ke",china,28-sep-18,2018,tv-ma,130,"action & adventure, international movies, sci-fi & fantasy","an unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host."
4619,movie,hold the dark,jeremy saulnier,"jeffrey wright, alexander skarsgård, james badge dale, riley keough, julian black antelope, tantoo cardinal, macon blair, jonathan whitesell, peter mcrobbie",united states,28-sep-18,2018,tv-ma,126,"action & adventure, dramas","in the grim alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery."
4620,movie,lessons from a school shooting: notes from dunblane,kim a. snyder,unknown,united states,28-sep-18,2018,tv-14,24,documentaries,"two priests – one from dunblane, scotland, the other from newtown, connecticut – bond over school tragedies that occurred 16 years apart."
4621,tv show,made in mexico,unknown,unknown,united states,28-sep-18,2018,tv-ma,360,"international tv shows, reality tv, spanish-language tv shows","these mexico city socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles."
4622,tv show,reboot: the guardian code,unknown,"ty wood, sydney scotia, ajay friese, gabriel darku, hannah vandenbygaart, timothy e. brummund, bob frazer, octavian kaul, nicholas lea, kirsten robek, alex zahara",canada,28-sep-18,2018,tv-y7,180,kids' tv,four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world.
4623,tv show,skylanders academy,unknown,"justin long, ashley tisdale, jonathan banks, chris diamantopoulos, bobcat goldthwait, richard steven horvitz, norm macdonald, daniel middleton, catherine o'hara, parker posey, jonny rees, jason ritter, susan sarandon, harland williams, daniel wu, dee bradley baker, chris cox, jim cummings, felicia day, john dimaggio, grey griffin","south korea, united states",28-sep-18,2018,tv-y7,540,"kids' tv, tv comedies",travel the vast skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.
4624,movie,the 3rd eye,rocky soraya,"jessica mila, denny sumargo, citra prima, bianca hello, epy kusnandar, anita hara, derry drajat, voke victoria, shofia shireen, afdhal yusman",indonesia,28-sep-18,2018,tv-ma,108,"horror movies, international movies","when her little sister claims she sees the dead, alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home."
4625,movie,two catalonias,"álvaro longoria, gerardo olivares",unknown,spain,28-sep-18,2018,tv-ma,117,"documentaries, international movies",lawmakers and activists with conflicting ideologies speak about the complexities of catalonia's politics and the fight for its independence from spain.
4626,movie,in darkness,anthony byrne,"natalie dormer, ed skrein, emily ratajkowski, neil maskell, jan bijvoet, james cosmo, joely richardson","united kingdom, united states",22-sep-18,2018,tv-ma,101,"independent movies, international movies, thrillers","a blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes."
4627,tv show,battlefish,unknown,unknown,unknown,21-sep-18,2018,tv-ma,360,"reality tv, science & nature tv, tv action & adventure","over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the oregon coast."
4628,tv show,dragon pilot: hisone & masotan,unknown,"misaki kuno, tomoyo kurosawa, maki kawase, satomi arai, kaori nazuka, romi park, yuki kaji, yukitoshi tokumoto, rie kugimiya, junichi suwabe, jouji nakata",japan,21-sep-18,2018,tv-14,360,"anime series, international tv shows",recently stationed air self-defense force rookie hisone amakasu is chosen by a dragon concealed within gifu air base to be his pilot.
4629,tv show,maniac,unknown,"emma stone, jonah hill, justin theroux, sally field, gabriel byrne, sonoya mizuno, julia garner, billy magnussen, jemima kirke",united states,21-sep-18,2018,tv-ma,360,"tv comedies, tv dramas, tv mysteries",two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.
4630,movie,quincy,"rashida jones, alan hicks",quincy jones,united states,21-sep-18,2018,tv-ma,124,"documentaries, music & musicals","this documentary profiles music and culture icon quincy jones, offering unprecedented access to his private life and stories from his unparalleled career."
4631,movie,rafinha bastos: ultimatum,unknown,rafinha bastos,brazil,21-sep-18,2018,tv-ma,63,stand-up comedy,"an off-color joke nearly cost him everything. brazilian comic rafinha bastos talks about that and much more, from his divorce to finding love again."
4632,tv show,the good cop,unknown,"tony danza, josh groban, monica barbaro, isiah whitlock jr.",united states,21-sep-18,2018,tv-14,360,"crime tv shows, tv comedies, tv dramas","when he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad."
4633,tv show,mobile suit gundam uc,unknown,"kouki uchiyama, ayumi fujimura, hiro shimono, haruka tomatsu, daisuke namikawa, megumi toyoguchi, yuhko kaida, shuichi ikeda, tetsuya kakihara",japan,20-sep-18,2014,tv-pg,360,"anime series, international tv shows","when banagher links meets the mysterious audrey burne, he inherits the unicorn gundam and is swept up into the battle for space colony independence."
4634,tv show,transformers: rescue bots,unknown,"lacey chabert, elan garfias, maurice lamarche, jason marsden, shannon mckain, steve blum, parvesh cheena, d.c. douglas, imari williams, levar burton, diamond white","canada, united states",19-sep-18,2016,tv-y7,360,kids' tv,"follow the adventure of four young transformers, heatwave, chase, blades and boulder, and their human counterparts: a family of emergency responders."
4635,tv show,al hayba,unknown,"taim hasan, nadine nassib njeim, abdo chahine, oweiss mkhallalati, mona wassef",lebanon,15-sep-18,2017,tv-14,360,"crime tv shows, international tv shows, tv dramas","in a village by the lebanon-syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love."
4636,tv show,american vandal,unknown,"tyler alvarez, griffin gluck, jimmy tatro, camille hyde, lou wilson, eduardo franco, jessica juarez, camille ramsey, calum worthy, g. hannelius, karly rothenberg",united states,14-sep-18,2018,tv-ma,180,"crime tv shows, tv comedies, teen tv shows","a high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. a satirical true crime mystery."
4637,tv show,boca juniors confidential,unknown,unknown,unknown,14-sep-18,2018,tv-pg,360,"docuseries, international tv shows, spanish-language tv shows","players, fans and staff of soccer powerhouse boca juniors provide an exclusive, behind-the-scenes look at argentina's legendary club."
4638,tv show,ingobernable,unknown,"kate del castillo, eréndira ibarra, alberto guerra, erik hayser, luis roberto guzmán, álvaro guerrero, aida lópez, fernando luján, maxi iglesias, marianna burelli, maria del carmen farías, tamara mazarraza, marina de tavira, marco antonio treviño, alicia jaziz, harold torres, alessio valentini, diego cadavid, hernán del riego",mexico,14-sep-18,2018,tv-ma,180,"crime tv shows, international tv shows, spanish-language tv shows","the first lady of mexico is a woman of conviction and ideals. but when she loses faith in her husband, she'll need all her strength to uncover the truth."
4639,tv show,norm macdonald has a show,unknown,unknown,united states,14-sep-18,2018,tv-ma,360,"stand-up comedy & talk shows, tv comedies",comedian norm macdonald hosts his celebrity friends for casual conversations that range from silly to serious and take many unexpected turns.
4640,tv show,super monsters monster party,unknown,"elyse maloway, vincent tong, erin matthews, andrea libman, alessandro juliani, nicole anthony, ian james corlett, britt mckillip, kathleen barr, diana kaarina",unknown,14-sep-18,2018,tv-y,360,kids' tv,"sing along and move to this groovy collection of music videos featuring monster friends katya, lobo, zoe, drac, cleo and frankie!"
4641,movie,the angel,ariel vromen,"marwan kenzari, hannah ware, toby kebbell, waleed zuaiter, maisa abd elhadi, sasson gabai, mickey leon, ori pfeffer, slimane dazi","israel, united states",14-sep-18,2018,tv-ma,114,"dramas, international movies, thrillers","as his country prepares for war, top egyptian official ashraf marwan makes contact with israel and wades into a shadowy game of high-stakes espionage."
4642,movie,the land of steady habits,nicole holofcener,"ben mendelsohn, edie falco, connie britton, thomas mann, bill camp, elizabeth marvel, charlie tahan, michael gaston, josh pais",united states,14-sep-18,2018,tv-ma,98,"comedies, dramas, independent movies","after leaving his wife and his job to find happiness, anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life."
4643,tv show,the rise of phoenixes,unknown,"chen kun, ni ni, zhao lixin, ni dahong, yuan hong, wang ou, bai jinting, zhang xiaochen, mei ting, liu mintao, yu mingjia, hou yansong, hai yitian, shi an, shao tong",china,14-sep-18,2018,tv-14,360,"international tv shows, romantic tv shows, tv action & adventure","when a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves."
4644,movie,reversing roe,unknown,"ricki stern, annie sundberg",united states,13-sep-18,2018,tv-14,100,documentaries,"through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn roe v. wade."
